P_ID;Date;PURQ1;PURQ2_R;PURQ3;PURQ4_R;BELQ1;BELQ2_R;BELQ3_R;BELQ4;BELQ5;BELQ6;COLQ1;COLQ2_R;COLQ3;COLQ4;COLQ5;GROWQ1;GROWQ2;GROWQ3;GROWQ4_R;GROWQ5;GROWQ6;ENGCQ1;ENGCQ2;ENGCQ3;ENGSQ1;ENGSQ2;ENGSQ3;ENGAQ1;ENGAQ2;ENGAQ3;ENGIDQ1;ENGIDQ2;ENGIDQ3;ENGIDQ4;PERFQ1;PERFQ2;PERFQ3;PERFQ4_R;PERFQ5;PERFQ6;PERFQ7;PERFQ8;PERFQ9;PERFQ10;PERFQ11_R;PERFQ12;PERFQ13;PERFQ14_R;PERFQ15_R;PERFQ16_R;PERFQ17_R;PERFQ18_R;RETQ1_R;RETQ2_R;RETQ3_R;Gender;Age;WFH_past_3_months;Position;Education;Income;WFH;int_mean;soc_mean;aff_mean
335;03.07.2022;4;5;3;3;3;2;5;1;5;5;4;4;4;5;3;1;1;1;1;1;2;5;5;5;5;4;4;3;3;3;2;1;5;3;5;5;5;5;5;5;5;5;5;5;2;3;3;1;5;4;3;5;1;1;4;Female;21 - 30 years;Not at all (I can't work from home);Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$75.001 - $100.000 a year;Fulltime;5;4.33333333333333;3
336;03.07.2022;3;1;2;1;4;3;4;3;4;2;2;4;3;2;3;2;1;1;2;1;1;4;4;4;3;3;3;2;2;2;1;3;1;2;3;4;4;4;4;4;4;4;4;4;4;4;4;3;5;5;3;2;1;1;1;Female;31 - 40 years;4 days a week;Employee;Master Degree  (e.g. MA, MSc, MBA);NA;Hybrid;4;3;2
337;03.07.2022;4;2;3;4;4;4;2;3;3;2;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;4;4;4;3;3;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;5;4;4;4;4;4;3;5;Female;21 - 30 years;2 days a week;Employee;Master Degree  (e.g. MA, MSc, MBA);Less than $25.000 a year;Hybrid;3.66666666666667;3.33333333333333;3.66666666666667
338;03.07.2022;4;3;5;2;4;5;5;5;4;3;3;4;4;3;3;3;3;4;4;4;3;4;4;4;1;1;1;4;4;4;4;4;3;5;4;5;5;5;2;5;3;4;4;4;5;4;4;4;4;5;5;5;4;5;5;Male;21 - 30 years;Not at all (I can't work from home);Vice President;Master Degree  (e.g. MA, MSc, MBA);More than $150.000 a year;Fulltime;4;1;4
339;03.07.2022;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;Female;21 - 30 years;Not at all (I can't work from home);People Manager;Master Degree  (e.g. MA, MSc, MBA);$75.001 - $100.000 a year;Fulltime;5;5;5
340;03.07.2022;5;3;3;4;4;4;1;5;3;4;4;5;4;3;3;5;3;3;3;3;2;4;5;4;2;2;2;4;4;4;4;5;5;5;4;3;4;4;4;4;4;2;2;4;4;4;4;1;3;3;5;2;5;5;5;Male;31 - 40 years;Not at all (I can't work from home);Director;Master Degree  (e.g. MA, MSc, MBA);NA;Fulltime;4.33333333333333;2;4
341;03.07.2022;5;3;4;4;4;5;2;5;4;4;4;2;4;3;3;4;3;5;4;3;3;4;4;4;2;2;4;4;4;4;4;4;5;4;4;4;4;4;4;4;4;3;3;4;4;3;4;3;5;4;3;5;5;2;5;Female;21 - 30 years;Not at all (I can't work from home);Employee;Master Degree  (e.g. MA, MSc, MBA);Less than $25.000 a year;Fulltime;4;2.66666666666667;4
342;03.07.2022;4;5;4;5;5;5;5;4;4;4;4;5;5;4;4;5;4;4;5;5;4;5;5;5;2;4;2;5;5;5;4;4;4;4;5;5;5;1;5;5;5;5;5;5;5;5;5;5;5;4;4;4;3;3;5;Male;21 - 30 years;2 days a week;People Manager;Master Degree  (e.g. MA, MSc, MBA);$75.001 - $100.000 a year;Hybrid;5;2.66666666666667;5
343;03.07.2022;3;5;3;4;2;1;2;3;2;1;1;5;3;3;3;2;2;2;2;3;2;3;4;4;4;4;3;4;4;4;3;3;2;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;1;1;1;Female;31 - 40 years;3 days a week;People Manager;Master Degree  (e.g. MA, MSc, MBA);NA;Hybrid;3.66666666666667;3.66666666666667;4
344;03.07.2022;5;5;5;5;4;5;3;4;5;4;4;4;5;5;5;4;5;4;5;4;5;5;5;5;5;4;3;5;5;5;5;5;5;5;5;5;5;5;3;2;5;5;5;5;5;5;5;4;3;5;5;5;4;1;5;Male;41 - 50 years;1 day a week;Vice President;Master Degree  (e.g. MA, MSc, MBA);More than $150.000 a year;Hybrid;5;4;5
345;03.07.2022;3;2;4;5;4;4;3;3;4;4;4;4;4;4;4;4;3;4;4;4;5;4;4;4;4;4;4;4;3;3;3;3;3;3;4;4;4;4;5;4;5;4;4;3;2;4;3;5;5;5;3;3;5;5;5;Female;21 - 30 years;Every day ( 5 days a week or more);Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);NA;WFH;4;4;3.33333333333333
346;03.07.2022;1;5;1;3;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;5;5;5;1;1;1;1;1;1;1;1;1;1;5;5;5;5;5;3;5;1;1;5;5;3;1;1;5;5;5;1;1;1;1;Female;21 - 30 years;1 day a week;Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$25.001 - $50.000 a year;Hybrid;5;1;1
347;03.07.2022;5;5;3;5;5;5;5;5;5;4;5;5;4;5;4;5;5;4;5;4;4;4;5;4;5;5;2;5;5;5;3;5;5;5;2;4;5;4;4;1;4;4;5;5;5;5;5;2;4;5;2;2;5;5;5;Male;31 - 40 years;1 day a week;Employee;Master Degree  (e.g. MA, MSc, MBA);More than $150.000 a year;Hybrid;4.33333333333333;4;5
348;03.07.2022;3;3;3;1;4;4;3;4;4;3;5;3;4;4;4;4;4;5;5;5;5;5;5;5;4;4;4;4;4;4;5;5;3;5;5;5;5;5;4;3;4;3;4;5;4;4;2;3;4;5;3;3;5;3;5;Female;21 - 30 years;2 days a week;Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);Less than $25.000 a year;Hybrid;5;4;4
349;03.07.2022;5;5;4;4;4;4;2;4;5;3;3;5;3;3;2;4;5;4;5;5;4;3;4;5;4;3;4;4;5;5;5;4;5;5;3;5;4;2;3;3;4;4;4;3;3;3;3;4;5;5;4;5;5;4;5;Male;41 - 50 years;Not at all (I can't work from home);People Manager;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$50.001 - $75.000 a year;Fulltime;4;3.66666666666667;4.66666666666667
350;03.07.2022;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;Female;31 - 40 years;1 day a week;People Manager;Master Degree  (e.g. MA, MSc, MBA);$100.001 - $150.000 a year;Hybrid;5;4.66666666666667;5
351;03.07.2022;4;4;5;5;4;4;5;4;5;4;4;5;3;4;4;3;3;4;4;3;2;5;4;4;4;4;4;5;5;5;5;4;4;4;4;5;4;4;3;4;4;5;5;5;3;4;3;3;4;4;5;4;4;3;5;Male;41 - 50 years;3 days a week;Independent Contractor (self-employed);Doctoral Degree (e.g. Ph.D., Dr.);More than $150.000 a year;Hybrid;4.33333333333333;4;5
352;03.07.2022;4;4;4;5;4;5;5;4;4;4;3;3;3;4;3;3;3;4;2;2;2;4;5;5;3;3;3;4;4;4;4;3;3;4;4;4;4;3;4;4;4;5;4;3;4;3;4;2;4;3;3;3;4;2;4;Male;31 - 40 years;Not at all (I can't work from home);Vice President;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$75.001 - $100.000 a year;Fulltime;4.66666666666667;3;4
353;03.07.2022;5;5;5;5;5;5;2;5;5;5;4;4;5;5;4;5;5;5;4;5;2;5;5;5;2;2;2;5;5;5;5;5;5;5;5;5;5;4;4;4;4;5;5;5;4;4;4;3;3;3;4;3;5;5;5;Male;21 - 30 years;1 day a week;Director;Master Degree  (e.g. MA, MSc, MBA);NA;Hybrid;5;2;5
354;03.07.2022;4;5;4;5;4;5;5;4;4;4;4;5;4;4;4;4;2;4;4;4;4;4;4;4;4;4;4;4;4;4;2;3;4;4;2;5;3;4;3;2;3;4;4;3;3;4;4;2;3;4;3;4;3;3;5;Male;21 - 30 years;1 day a week;Employee;Master Degree  (e.g. MA, MSc, MBA);NA;Hybrid;4;4;4
355;03.07.2022;4;5;5;5;3;1;4;2;1;1;1;5;1;2;1;2;2;1;5;2;2;5;5;5;3;2;2;1;1;1;1;4;5;5;1;5;2;1;1;5;5;5;5;5;5;3;5;1;1;1;1;1;1;1;3;Female;31 - 40 years;2 days a week;Director;Master Degree  (e.g. MA, MSc, MBA);More than $150.000 a year;Hybrid;5;2.33333333333333;1
356;03.07.2022;5;1;5;5;5;5;3;4;4;4;5;4;5;5;5;4;4;2;3;4;2;4;5;4;4;5;4;5;5;5;4;5;5;5;4;5;5;3;5;3;4;5;5;5;5;3;5;4;4;5;5;5;5;5;5;Male;31 - 40 years;1 day a week;People Manager;Master Degree  (e.g. MA, MSc, MBA);More than $150.000 a year;Hybrid;4.33333333333333;4.33333333333333;5
357;03.07.2022;3;5;2;5;4;4;4;3;4;2;4;5;4;4;5;2;2;2;4;2;1;5;5;5;3;3;2;4;2;2;3;4;4;4;4;5;5;4;5;5;5;4;4;4;5;4;5;5;5;5;5;5;3;2;5;Female;31 - 40 years;4 days a week;Employee;Master Degree  (e.g. MA, MSc, MBA);Less than $25.000 a year;Hybrid;5;2.66666666666667;2.66666666666667
358;03.07.2022;5;5;5;5;3;3;2;4;4;5;5;2;5;5;5;5;5;5;5;3;4;5;4;4;4;4;4;4;3;3;3;4;5;5;5;5;5;4;3;3;4;5;5;4;3;3;2;2;3;2;2;2;2;3;5;Female;41 - 50 years;2 days a week;CEO & President;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);More than $150.000 a year;Hybrid;4.33333333333333;4;3.33333333333333
359;03.07.2022;3;5;3;2;4;3;4;1;3;4;4;5;3;4;2;3;4;3;4;4;1;5;5;4;4;4;2;3;2;1;1;1;2;3;3;4;4;4;3;4;3;4;4;3;3;3;4;1;5;3;2;2;2;1;1;Female;21 - 30 years;2 days a week;People Manager;Master Degree  (e.g. MA, MSc, MBA);$50.001 - $75.000 a year;Hybrid;4.66666666666667;3.33333333333333;2
360;03.07.2022;4;2;1;1;4;3;1;3;4;3;4;3;2;4;4;1;1;3;5;1;1;2;2;2;2;3;4;1;1;1;4;1;1;3;3;4;4;4;2;2;5;5;5;5;5;5;5;4;4;4;3;2;1;1;4;Female;31 - 40 years;Every day ( 5 days a week or more);Director;Master Degree  (e.g. MA, MSc, MBA);NA;WFH;2;3;1
361;03.07.2022;5;5;5;2;5;5;5;3;5;5;5;5;5;5;5;4;4;4;5;4;4;4;5;5;5;5;5;4;4;4;5;4;5;5;5;5;5;1;5;5;5;4;5;5;5;5;5;4;5;5;5;3;3;5;5;Female;31 - 40 years;Every day ( 5 days a week or more);Employee;Master Degree  (e.g. MA, MSc, MBA);Less than $25.000 a year;WFH;4.66666666666667;5;4
362;03.07.2022;5;1;5;5;5;5;5;5;5;5;4;5;4;4;4;5;5;4;5;5;4;1;5;5;5;5;4;5;5;5;5;5;5;5;4;5;4;2;4;4;4;4;4;4;1;4;5;3;5;5;5;5;5;5;5;Male;31 - 40 years;1 day a week;CEO & President;Master Degree  (e.g. MA, MSc, MBA);$75.001 - $100.000 a year;Hybrid;3.66666666666667;4.66666666666667;5
363;03.07.2022;3;4;4;2;3;4;3;3;3;3;3;2;4;3;4;3;3;3;4;3;2;4;5;5;4;3;3;4;3;4;3;4;3;4;4;5;5;4;4;5;4;4;4;3;5;4;4;5;5;5;4;5;5;5;5;Female;41 - 50 years;2 days a week;People Manager;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$100.001 - $150.000 a year;Hybrid;4.66666666666667;3.33333333333333;3.66666666666667
364;03.07.2022;3;4;2;4;4;4;4;4;4;2;2;4;4;4;4;1;1;1;4;3;1;4;4;4;4;4;4;3;4;4;2;2;3;3;4;4;4;2;4;2;2;2;3;4;4;3;2;4;4;4;4;4;3;2;4;Male;41 - 50 years;1 day a week;Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$75.001 - $100.000 a year;Hybrid;4;4;3.66666666666667
365;03.07.2022;4;5;5;5;5;5;5;4;5;4;5;5;4;4;5;3;2;2;3;3;2;5;5;5;4;4;4;4;4;5;3;3;3;3;5;5;5;5;5;4;4;5;5;4;4;4;5;4;4;5;3;4;3;1;1;Male;51 - 60 years;Not at all (I can't work from home);People Manager;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$100.001 - $150.000 a year;Fulltime;5;4;4.33333333333333
366;03.07.2022;3;5;5;5;5;5;5;5;3;5;3;5;3;3;5;3;3;2;3;3;3;5;5;5;4;3;3;5;5;5;3;4;4;5;3;5;5;5;5;5;5;5;5;5;5;5;5;2;5;5;5;5;4;4;5;Male;41 - 50 years;3 days a week;People Manager;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);More than $150.000 a year;Hybrid;5;3.33333333333333;5
367;03.07.2022;4;5;4;5;5;4;4;5;4;5;4;4;3;4;4;4;5;4;5;4;3;5;5;5;3;4;3;4;4;4;5;5;5;5;5;5;5;5;4;4;4;5;3;4;5;4;5;4;5;2;3;5;3;3;3;Male;31 - 40 years;2 days a week;Vice President;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$75.001 - $100.000 a year;Hybrid;5;3.33333333333333;4
368;03.07.2022;5;3;4;4;4;4;5;3;5;2;2;5;4;5;5;5;5;5;5;5;5;5;5;4;4;3;3;4;4;5;5;4;4;3;2;5;3;4;4;3;2;5;5;4;5;5;4;3;4;4;3;5;3;5;5;Male;21 - 30 years;Not at all (I can't work from home);Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$50.001 - $75.000 a year;Fulltime;4.66666666666667;3.33333333333333;4.33333333333333
369;03.07.2022;4;2;4;5;5;5;5;5;5;5;4;5;4;4;4;4;3;4;5;3;3;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;1;5;5;5;5;5;5;4;2;2;4;4;4;5;5;4;5;5;Female;21 - 30 years;1 day a week;People Manager;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$50.001 - $75.000 a year;Hybrid;5;5;5
370;03.07.2022;3;5;2;3;4;4;5;2;5;5;2;4;2;1;2;1;1;3;2;1;1;2;2;2;2;2;2;2;2;2;1;1;3;3;4;5;5;3;4;5;5;3;3;4;5;4;4;5;5;3;3;2;1;1;2;Female;31 - 40 years;4 days a week;Director;Master Degree  (e.g. MA, MSc, MBA);$75.001 - $100.000 a year;Hybrid;2;2;2
371;03.07.2022;3;5;2;4;5;4;2;4;5;3;3;5;3;3;4;1;1;3;4;2;1;4;4;3;2;3;2;2;2;2;2;1;1;3;5;5;4;5;5;4;3;4;4;2;5;3;3;5;5;4;4;5;1;1;3;Male;31 - 40 years;Not at all (I can't work from home);Director;Master Degree  (e.g. MA, MSc, MBA);$100.001 - $150.000 a year;Fulltime;3.66666666666667;2.33333333333333;2
372;03.07.2022;3;4;4;5;4;4;1;3;3;1;3;1;3;4;4;4;3;4;4;4;4;5;5;5;4;5;3;4;3;5;4;4;5;5;4;4;4;5;4;5;4;5;5;5;3;4;5;3;3;4;3;2;3;1;5;Female;21 - 30 years;4 days a week;Employee;Master Degree  (e.g. MA, MSc, MBA);Less than $25.000 a year;Hybrid;5;4;4
373;03.07.2022;5;5;5;5;5;3;3;5;5;4;4;4;3;3;4;4;4;2;5;4;4;5;5;5;3;4;3;5;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;2;5;5;5;4;3;1;5;Male;31 - 40 years;1 day a week;Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);NA;Hybrid;5;3.33333333333333;4.33333333333333
374;03.07.2022;3;3;5;3;4;3;4;4;4;2;4;4;3;4;5;1;1;3;1;2;2;3;3;3;3;3;3;2;2;2;2;2;3;3;4;5;5;5;5;5;3;4;3;3;3;4;3;3;5;5;4;5;2;5;3;Male;41 - 50 years;1 day a week;Employee;Master Degree  (e.g. MA, MSc, MBA);$75.001 - $100.000 a year;Hybrid;3;3;2
375;03.07.2022;4;4;4;5;4;4;3;4;4;4;4;4;3;3;4;5;5;4;5;5;5;5;5;5;5;5;5;5;4;4;5;5;5;5;1;5;3;4;2;3;4;4;4;4;4;4;4;2;4;3;3;2;2;2;2;Male;31 - 40 years;2 days a week;Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$75.001 - $100.000 a year;Hybrid;5;5;4.33333333333333
376;03.07.2022;5;5;5;5;4;4;4;5;4;4;4;3;4;4;4;3;3;3;2;4;2;5;5;5;4;3;3;4;4;4;4;4;5;5;4;4;4;3;4;1;5;4;4;4;5;4;4;3;3;2;2;1;2;2;3;Female;21 - 30 years;Every day ( 5 days a week or more);Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);NA;WFH;5;3.33333333333333;4
377;03.07.2022;1;4;4;4;1;1;1;1;1;1;4;5;3;2;1;1;1;4;1;1;1;5;4;5;1;1;1;4;4;4;1;1;1;1;5;5;5;2;5;5;1;5;5;5;2;2;4;2;5;2;1;1;1;1;1;Female;31 - 40 years;Every day ( 5 days a week or more);Employee;Master Degree  (e.g. MA, MSc, MBA);$25.001 - $50.000 a year;WFH;4.66666666666667;1;4
378;03.07.2022;3;1;5;2;5;4;5;4;4;4;4;4;4;5;5;3;3;3;3;3;2;2;4;4;4;4;4;4;3;3;3;3;3;3;4;4;4;2;4;4;4;4;4;4;2;4;4;2;2;2;2;2;2;2;2;Male;41 - 50 years;1 day a week;Director;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$100.001 - $150.000 a year;Hybrid;3.33333333333333;4;3.33333333333333
379;03.07.2022;4;1;4;5;4;4;5;4;5;4;3;2;2;3;4;3;4;4;4;4;3;5;5;5;2;2;2;3;4;4;2;3;4;4;5;5;5;1;5;4;4;5;4;3;5;5;5;5;5;4;2;3;1;1;1;Female;41 - 50 years;2 days a week;Director;Doctoral Degree (e.g. Ph.D., Dr.);NA;Hybrid;5;2;3.66666666666667
380;03.07.2022;5;4;5;5;5;4;5;5;5;4;5;5;4;5;5;3;3;2;4;3;2;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;3;4;5;5;5;5;4;4;5;4;5;5;3;5;1;1;5;Male;31 - 40 years;3 days a week;Director;Master Degree  (e.g. MA, MSc, MBA);$100.001 - $150.000 a year;Hybrid;4;3.66666666666667;4
381;03.07.2022;4;2;3;4;5;1;4;5;5;5;4;5;4;4;5;3;1;4;1;3;2;4;5;4;4;4;2;5;4;4;5;5;4;5;5;5;5;5;5;5;5;5;3;5;4;5;5;1;3;2;2;4;1;1;5;Male;21 - 30 years;Not at all (I can't work from home);Employee;Master Degree  (e.g. MA, MSc, MBA);$50.001 - $75.000 a year;Fulltime;4.33333333333333;3.33333333333333;4.33333333333333
382;03.07.2022;5;3;4;1;4;5;5;4;5;5;4;5;3;5;5;5;2;4;5;3;5;5;5;5;4;5;3;5;5;5;5;5;5;5;3;5;2;1;1;5;4;5;5;5;4;5;5;5;4;4;2;5;4;5;5;Female;21 - 30 years;Every day ( 5 days a week or more);Employee;Master Degree  (e.g. MA, MSc, MBA);$25.001 - $50.000 a year;WFH;5;4;5
383;03.07.2022;5;4;4;4;3;4;4;4;4;2;5;4;4;4;4;4;3;3;2;4;4;4;4;4;4;4;3;4;5;5;4;4;4;3;4;4;4;4;4;4;4;4;5;4;4;4;4;4;4;4;2;3;4;4;4;Female;21 - 30 years;Not at all (I can't work from home);Employee;Master Degree  (e.g. MA, MSc, MBA);Less than $25.000 a year;Fulltime;4;3.66666666666667;4.66666666666667
384;03.07.2022;5;5;5;5;4;4;4;4;5;3;5;5;3;4;4;3;3;3;4;4;4;4;4;4;4;5;4;4;4;4;3;4;5;5;5;5;3;5;5;2;5;5;5;4;5;5;5;5;5;5;5;5;3;3;5;Female;41 - 50 years;2 days a week;Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$100.001 - $150.000 a year;Hybrid;4;4.33333333333333;4
385;03.07.2022;4;4;4;4;4;3;5;4;4;4;4;4;4;3;3;3;2;3;4;2;4;5;5;5;3;4;2;4;3;2;2;2;4;4;4;5;4;4;2;3;4;2;2;4;4;5;4;3;5;4;4;4;2;2;2;Male;41 - 50 years;3 days a week;People Manager;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);NA;Hybrid;5;3;3
386;03.07.2022;4;5;5;3;5;5;5;5;4;1;4;5;3;4;4;3;3;4;3;4;2;5;5;5;3;2;1;4;4;4;3;4;5;5;4;4;5;5;5;4;4;4;5;5;3;5;4;3;3;4;3;4;3;3;2;Male;41 - 50 years;4 days a week;Director;Master Degree  (e.g. MA, MSc, MBA);More than $150.000 a year;Hybrid;5;2;4
387;17.07.2022;3;5;4;5;5;5;5;5;5;5;4;5;5;5;4;5;5;5;5;5;5;5;4;5;3;2;2;4;5;5;5;5;2;3;2;4;5;3;2;5;5;5;5;5;5;5;5;4;2;4;2;1;4;4;4;Female;21 - 30 years;3 days a week;Vice President;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$50.001 - $75.000 a year;Hybrid;4.66666666666667;2.33333333333333;4.66666666666667
388;17.07.2022;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;5;5;3;5;5;5;5;5;5;5;5;4;5;5;2;2;4;5;5;Male;31 - 40 years;2 days a week;People Manager;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);NA;Hybrid;5;5;5
389;17.07.2022;5;5;5;5;4;3;4;4;5;5;4;5;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;5;5;5;5;5;5;Female;41 - 50 years;3 days a week;Employee;Master Degree  (e.g. MA, MSc, MBA);$75.001 - $100.000 a year;Hybrid;5;5;5
390;17.07.2022;5;5;5;5;5;5;5;5;5;5;3;4;4;3;4;5;5;5;5;5;5;5;5;5;4;5;4;5;5;5;5;5;5;5;3;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;4;3;5;5;5;Male;31 - 40 years;3 days a week;Vice President;Master Degree  (e.g. MA, MSc, MBA);More than $150.000 a year;Hybrid;5;4.33333333333333;5
391;17.07.2022;3;2;4;4;5;5;5;5;5;3;4;5;4;4;4;3;3;4;4;3;3;4;4;4;4;3;4;4;4;3;3;3;4;4;4;4;4;5;4;5;4;4;4;4;5;4;4;5;5;5;4;3;3;3;5;Female;21 - 30 years;3 days a week;Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$50.001 - $75.000 a year;Hybrid;4;3.66666666666667;3.66666666666667
392;17.07.2022;3;4;3;3;4;5;3;2;4;4;3;3;3;3;2;1;2;2;2;1;1;3;3;3;4;2;4;3;3;3;2;2;2;2;4;3;3;4;4;3;3;3;3;4;3;3;5;3;4;2;1;3;1;1;3;Male;31 - 40 years;3 days a week;Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$75.001 - $100.000 a year;Hybrid;3;3.33333333333333;3
393;17.07.2022;5;5;5;4;5;2;2;4;5;5;5;4;5;5;5;5;4;5;4;5;2;5;5;5;5;4;5;5;5;5;5;5;5;4;5;5;5;4;5;5;5;5;5;5;5;5;5;3;5;5;4;5;5;3;4;Female;31 - 40 years;Not at all (I can't work from home);Employee;Master Degree  (e.g. MA, MSc, MBA);$25.001 - $50.000 a year;Fulltime;5;4.66666666666667;5
394;17.07.2022;2;3;2;2;5;3;2;2;4;5;4;3;3;5;5;2;1;2;4;3;5;4;4;4;3;3;3;4;3;3;4;3;3;2;5;5;4;4;4;3;4;5;5;3;4;4;3;5;5;5;5;2;2;1;5;Male;21 - 30 years;4 days a week;Employee;Master Degree  (e.g. MA, MSc, MBA);Less than $25.000 a year;Hybrid;4;3;3.33333333333333
395;17.07.2022;4;4;4;4;4;4;3;4;3;4;4;4;4;4;4;3;4;4;4;4;3;4;4;4;4;4;4;5;5;4;4;4;4;3;4;4;4;5;3;3;5;5;5;4;3;4;5;3;5;5;3;5;4;4;5;Female;21 - 30 years;2 days a week;Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$75.001 - $100.000 a year;Hybrid;4;4;4.66666666666667
396;17.07.2022;4;4;5;4;4;4;5;4;5;4;5;5;5;5;4;2;2;3;4;3;2;5;5;5;4;5;3;5;5;5;3;3;4;3;5;5;5;4;5;4;5;5;5;5;5;5;5;4;4;4;2;2;2;1;3;Male;21 - 30 years;Not at all (I can't work from home);Employee;Other;$25.001 - $50.000 a year;Fulltime;5;4;5
397;17.07.2022;3;2;3;2;2;2;1;3;2;2;3;3;3;2;2;2;2;2;2;3;2;4;4;4;2;2;3;2;2;2;2;2;3;2;4;4;4;4;4;4;4;3;3;4;4;3;2;3;4;2;4;1;1;1;1;Female;21 - 30 years;2 days a week;Employee;Master Degree  (e.g. MA, MSc, MBA);Less than $25.000 a year;Hybrid;4;2.33333333333333;2
398;17.07.2022;5;4;4;4;4;4;4;4;2;3;4;4;4;4;4;4;4;4;4;4;2;4;4;4;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;3;4;4;4;Female;21 - 30 years;Every day ( 5 days a week or more);Employee;Master Degree  (e.g. MA, MSc, MBA);$50.001 - $75.000 a year;WFH;4;3;4
399;17.07.2022;4;5;4;5;5;4;4;4;4;4;5;5;4;4;3;4;3;3;5;4;3;5;4;5;5;4;4;5;4;4;5;5;5;5;3;5;5;5;3;5;4;5;5;4;4;4;5;5;4;3;4;2;3;1;5;Female;21 - 30 years;1 day a week;Independent Contractor (self-employed);Master Degree  (e.g. MA, MSc, MBA);Less than $25.000 a year;Hybrid;4.66666666666667;4.33333333333333;4.33333333333333
400;17.07.2022;3;5;2;2;5;5;5;5;5;5;5;5;5;5;5;1;1;5;5;4;5;5;5;5;5;5;5;5;4;4;2;3;5;5;5;5;5;5;4;4;5;5;5;5;5;5;5;5;5;5;4;3;1;1;5;Female;31 - 40 years;2 days a week;Employee;Master Degree  (e.g. MA, MSc, MBA);$25.001 - $50.000 a year;Hybrid;5;5;4.33333333333333
401;17.07.2022;3;5;4;4;5;4;5;5;5;3;4;4;4;4;4;5;3;5;4;3;2;4;4;5;3;3;4;3;2;3;4;4;3;3;2;4;4;4;3;5;4;3;4;5;5;5;3;4;5;4;3;3;4;3;1;Female;21 - 30 years;Every day ( 5 days a week or more);Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);Less than $25.000 a year;WFH;4.33333333333333;3.33333333333333;2.66666666666667
402;17.07.2022;4;5;4;5;4;4;3;4;4;3;4;4;3;3;3;4;4;4;4;4;4;4;4;4;3;3;3;4;4;4;4;5;4;4;4;4;4;4;3;2;3;4;3;4;2;4;4;3;3;4;2;2;4;2;2;Female;21 - 30 years;1 day a week;Employee;Master Degree  (e.g. MA, MSc, MBA);Less than $25.000 a year;Hybrid;4;3;4
